Thu Nov  3 18:06:40 2022 SMD K=10
0.4816	0.4383	0.5177	0.3576	0.0001
0.5533	0.5888	0.5707	0.4700	16.8809
0.6323	0.6567	0.6295	0.5655	33.7080
0.7122	0.7378	0.6789	0.6430	50.7085
0.7055	0.7020	0.6790	0.6406	67.6657
0.7475	0.7181	0.7146	0.6834	84.4049
0.7360	0.7313	0.7069	0.6778	101.2999
0.7572	0.7608	0.7287	0.6995	118.2000
0.7883	0.7703	0.7606	0.7417	134.9754
0.7805	0.7497	0.7566	0.7334	151.8939
0.7816	0.7802	0.7520	0.7259	168.8480
0.7858	0.7885	0.7598	0.7441	185.6538
0.8026	0.7999	0.7889	0.7698	202.6461
0.8042	0.8019	0.7813	0.7606	219.6328
0.8094	0.8177	0.7784	0.7711	236.4256
0.8248	0.8190	0.7987	0.7912	253.3608
0.8403	0.8137	0.7994	0.7930	270.2905
0.8309	0.8236	0.8050	0.7958	287.0342
0.8362	0.8249	0.8099	0.8068	303.9309
0.8274	0.8220	0.8056	0.7954	320.8911
0.8168	0.8162	0.7960	0.7831	337.7075
0.8401	0.8335	0.8047	0.8045	354.6584
0.8319	0.8296	0.7962	0.7883	371.6374
0.8268	0.8235	0.8028	0.7879	388.3798
0.8262	0.8235	0.8107	0.7986	405.3476
0.8260	0.8024	0.7938	0.7777	422.2451
0.8294	0.8296	0.8177	0.8040	439.0664
0.8222	0.8278	0.8048	0.7882	455.9807
0.8538	0.8391	0.8409	0.8335	472.8865
0.8279	0.8328	0.8111	0.7981	489.7261
0.8393	0.8399	0.8190	0.8088	506.7084
0.8172	0.8230	0.8083	0.7897	523.7204
0.8426	0.8462	0.8106	0.8086	540.5484
0.8514	0.8353	0.8043	0.8071	557.5641
0.8363	0.8039	0.8027	0.7926	574.5238
0.8248	0.8223	0.8082	0.7977	591.3762
0.8172	0.8249	0.7928	0.7774	608.3253
0.8420	0.8337	0.8315	0.8181	625.2543
0.8469	0.8369	0.8355	0.8258	642.0791
0.8414	0.8367	0.8195	0.8100	659.0069
0.8388	0.8384	0.8125	0.8023	676.0071
0.8511	0.8424	0.8315	0.8249	692.8433
0.8537	0.8418	0.8359	0.8283	709.8178
0.8628	0.8530	0.8326	0.8320	726.7193
0.8522	0.8488	0.8143	0.8113	743.5270
0.8476	0.8410	0.8346	0.8227	760.4923
0.8524	0.8436	0.8370	0.8295	777.4398
0.8621	0.8536	0.8404	0.8355	794.2434
0.8559	0.8492	0.8334	0.8257	811.2160
0.8343	0.8385	0.8152	0.8068	828.2388
0.8628	0.8521	0.8409	0.8391	845.0448
0.8652	0.8473	0.8462	0.8378	862.0598
0.8740	0.8584	0.8494	0.8471	879.0842
0.8579	0.8425	0.8443	0.8315	895.9525
0.8482	0.8478	0.8251	0.8184	912.9487
0.8702	0.8603	0.8486	0.8455	929.9208
0.8610	0.8509	0.8514	0.8416	946.7486
0.8602	0.8543	0.8449	0.8353	963.7079
0.8693	0.8583	0.8538	0.8470	980.6943
0.8778	0.8674	0.8557	0.8562	997.5140
0.8641	0.8623	0.8429	0.8367	1014.5401
0.8789	0.8657	0.8569	0.8562	1031.4905
0.8741	0.8540	0.8362	0.8353	1048.2546
0.8714	0.8621	0.8506	0.8476	1065.1978
0.8670	0.8517	0.8545	0.8456	1082.1418
0.8680	0.8565	0.8537	0.8460	1098.9362
0.8743	0.8724	0.8466	0.8444	1115.8623
0.8783	0.8683	0.8506	0.8498	1132.8283
0.8742	0.8518	0.8559	0.8468	1149.6412
0.8775	0.8656	0.8619	0.8540	1166.5675
0.8806	0.8686	0.8637	0.8608	1183.5147
0.8905	0.8764	0.8717	0.8707	1200.3558
0.8809	0.8705	0.8756	0.8662	1217.3091
0.8725	0.8691	0.8645	0.8545	1234.2587
0.8824	0.8742	0.8633	0.8616	1251.0730
0.8855	0.8787	0.8646	0.8641	1268.0408
0.8669	0.8653	0.8502	0.8414	1285.0132
0.8788	0.8655	0.8502	0.8454	1301.7897
0.8759	0.8693	0.8669	0.8592	1318.7117
0.8642	0.8648	0.8516	0.8436	1335.6922
0.8771	0.8662	0.8669	0.8598	1352.4635
0.8844	0.8689	0.8862	0.8714	1369.4439
0.8705	0.8583	0.8620	0.8469	1386.3669
0.8765	0.8766	0.8515	0.8482	1403.1702
0.8867	0.8776	0.8746	0.8700	1420.1292
0.8920	0.8791	0.8777	0.8741	1437.1195
0.8776	0.8806	0.8617	0.8567	1453.8907
0.8881	0.8828	0.8647	0.8672	1470.8295
0.8939	0.8830	0.8654	0.8645	1487.7932
0.8863	0.8758	0.8814	0.8716	1504.5279
0.8945	0.8843	0.8832	0.8785	1521.5010
0.8836	0.8825	0.8521	0.8535	1538.4044
0.8724	0.8716	0.8649	0.8537	1555.1930
0.8987	0.8856	0.8882	0.8837	1572.1267
0.8883	0.8871	0.8719	0.8650	1589.1063
0.8875	0.8832	0.8730	0.8703	1605.9429
0.8920	0.8837	0.8778	0.8732	1622.9326
0.9010	0.8910	0.8880	0.8844	1639.9775
0.9048	0.8954	0.8903	0.8882	1656.8297
0.9020	0.8951	0.8870	0.8861	1673.8365
0.8930	0.8860	0.8759	0.8724	1690.8378
0.8936	0.8850	0.8861	0.8778	1707.6359
0.8999	0.8920	0.8814	0.8809	1724.5959
0.8964	0.8937	0.8704	0.8707	1741.6281
0.8939	0.8886	0.8826	0.8766	1758.4926
0.9017	0.8955	0.8865	0.8818	1775.4834
0.9001	0.8918	0.8880	0.8843	1792.5446
0.9076	0.8964	0.8975	0.8930	1809.3490
0.9116	0.9015	0.8952	0.8936	1826.3248
0.9097	0.9000	0.8936	0.8932	1843.3118
0.8955	0.8912	0.8865	0.8803	1860.1330
0.9088	0.9019	0.8909	0.8911	1877.0725
0.9137	0.9058	0.8962	0.8981	1894.0020
0.8988	0.8963	0.8898	0.8822	1910.8516
0.9139	0.9046	0.8971	0.8955	1927.8147
0.9073	0.8986	0.8928	0.8909	1944.7582
0.9150	0.9072	0.9027	0.8998	1961.5789
0.9101	0.9020	0.9008	0.8963	1978.5500
0.9016	0.8922	0.8952	0.8877	1995.5151
0.9099	0.9027	0.8930	0.8923	2012.4011
0.9168	0.9115	0.9002	0.9005	2029.3795
0.9113	0.9049	0.8900	0.8912	2046.3328
0.9066	0.8993	0.8924	0.8903	2063.1412
0.9061	0.8965	0.8956	0.8915	2080.0702
0.9084	0.9052	0.8887	0.8910	2097.0118
0.9185	0.9115	0.8987	0.9002	2113.8541
0.9057	0.8996	0.8852	0.8877	2130.7937
0.9102	0.9060	0.8888	0.8916	2147.7661
0.9111	0.9029	0.9020	0.8971	2164.5803
0.9126	0.9055	0.8983	0.8973	2181.6055
0.9123	0.9137	0.8874	0.8927	2198.5869
0.9193	0.9122	0.9045	0.9044	2215.4140
0.9122	0.9124	0.8894	0.8931	2232.4370
0.9147	0.9075	0.8982	0.8988	2249.4553
0.9222	0.9120	0.9099	0.9083	2266.2704
0.9222	0.9149	0.9042	0.9066	2283.2575
0.9190	0.9123	0.9051	0.9050	2300.2118
0.9233	0.9146	0.9091	0.9094	2317.0245
0.9236	0.9189	0.9063	0.9059	2334.0846
0.9228	0.9147	0.9102	0.9093	2351.0754
0.9181	0.9153	0.9002	0.9024	2367.9902
0.9232	0.9191	0.9037	0.9059	2384.9532
0.9267	0.9192	0.9092	0.9117	2401.9417
0.9260	0.9233	0.9088	0.9109	2418.7375
0.9272	0.9193	0.9116	0.9128	2435.7480
0.9231	0.9165	0.9059	0.9075	2452.7721
0.9133	0.9081	0.8942	0.8937	2469.6530
0.9239	0.9177	0.9090	0.9102	2486.6389
0.9258	0.9184	0.9137	0.9132	2503.6347
0.9170	0.9144	0.8965	0.8951	2520.4638
0.9120	0.9075	0.8975	0.8969	2537.4464
0.9108	0.9092	0.8942	0.8945	2554.3673
0.9100	0.9168	0.8926	0.8925	2571.1875
0.9141	0.9093	0.9007	0.8998	2588.1859
0.9185	0.9145	0.9047	0.9049	2605.1439
0.9199	0.9171	0.9021	0.9044	2621.9740
0.9219	0.9163	0.9043	0.9069	2638.9854
0.9206	0.9136	0.9072	0.9067	2655.9484
0.9189	0.9144	0.9023	0.9041	2672.7789
0.9184	0.9139	0.9022	0.9037	2689.7542
0.9292	0.9260	0.9109	0.9149	2706.7093
0.9259	0.9199	0.9081	0.9112	2723.5687
0.9277	0.9211	0.9101	0.9129	2740.5534
0.9270	0.9224	0.9103	0.9128	2757.5045
0.9207	0.9160	0.9086	0.9077	2774.3215
0.9287	0.9223	0.9138	0.9149	2791.2813
0.9303	0.9257	0.9110	0.9155	2808.2327
0.9231	0.9194	0.9073	0.9085	2825.0892
0.9271	0.9214	0.9105	0.9130	2842.1134
0.9301	0.9253	0.9129	0.9165	2859.0833
0.9275	0.9213	0.9127	0.9138	2875.9019
0.9256	0.9215	0.9089	0.9116	2892.8850
0.9183	0.9181	0.9002	0.9029	2909.8103
0.9212	0.9166	0.9056	0.9072	2926.6550
0.9285	0.9255	0.9095	0.9138	2943.6182
0.9249	0.9213	0.9070	0.9104	2960.6043
0.9202	0.9166	0.8997	0.8997	2977.3273
0.9178	0.9138	0.9043	0.9042	2994.3111
0.9220	0.9201	0.9045	0.9076	3011.2441
0.9196	0.9188	0.9041	0.9055	3028.0643
0.9263	0.9204	0.9079	0.9110	3045.0271
0.9250	0.9196	0.9104	0.9119	3062.0368
0.9246	0.9200	0.9097	0.9112	3078.8813
0.9238	0.9200	0.9053	0.9084	3095.8878
0.9196	0.9184	0.9024	0.9045	3112.8680
0.9239	0.9205	0.9037	0.9081	3129.7146
0.9179	0.9151	0.8965	0.8955	3146.6660
0.9173	0.8999	0.8965	0.8939	3163.6583
0.9180	0.9120	0.8986	0.9013	3180.4381
0.8923	0.8979	0.8838	0.8756	3197.3481
0.9102	0.8976	0.8850	0.8853	3214.2681
0.9091	0.9026	0.8813	0.8814	3231.0843
0.9050	0.9041	0.8949	0.8912	3248.0486
0.9124	0.9122	0.8886	0.8910	3265.0381
0.9148	0.9158	0.8893	0.8901	3281.8245
0.9121	0.9063	0.8957	0.8968	3298.7644
0.9195	0.9146	0.9002	0.9034	3315.7283
0.9213	0.9166	0.9026	0.9058	3332.4466
0.9191	0.9135	0.9012	0.9038	3349.3990
0.9137	0.9099	0.8985	0.8987	3366.3544
0.9246	0.9203	0.9064	0.9096	3383.1443
0.9224	0.9178	0.9053	0.9079	3400.0740
0.9192	0.9139	0.9018	0.9040	3417.0420
0.9202	0.9160	0.9018	0.9049	3433.8499
0.9237	0.9181	0.9067	0.9090	3450.8631
0.9237	0.9179	0.9069	0.9089	3467.8280
0.9255	0.9201	0.9096	0.9113	3484.6729
0.9217	0.9159	0.9042	0.9066	3501.6453
0.9211	0.9174	0.9021	0.9056	3518.6402
0.9215	0.9165	0.9055	0.9069	3535.4059
0.9272	0.9236	0.9077	0.9122	3552.3592
0.9231	0.9203	0.9015	0.9067	3569.2995
0.9165	0.9089	0.9019	0.9022	3586.0887
0.9126	0.9102	0.8940	0.8910	3603.0430
0.9096	0.9075	0.8924	0.8944	3619.9981
0.9175	0.9129	0.8979	0.8993	3636.7841
0.9144	0.8969	0.8944	0.8921	3653.7766
0.9177	0.9141	0.8962	0.8993	3670.7441
0.9193	0.9140	0.9016	0.9047	3687.5806
0.9184	0.9114	0.9045	0.9046	3704.5223
0.9174	0.9111	0.9019	0.9031	3721.4812
0.9202	0.9144	0.9032	0.9060	3738.2954
0.9196	0.9142	0.9015	0.9046	3755.2875
0.9203	0.9154	0.9006	0.9049	3772.2432
0.9210	0.9152	0.9038	0.9065	3789.0611
0.9212	0.9150	0.9050	0.9066	3806.0464
0.9229	0.9168	0.9064	0.9088	3823.0274
0.9162	0.9140	0.8957	0.8986	3839.8141
0.9224	0.9146	0.9087	0.9091	3856.8128
0.9123	0.9137	0.8951	0.8920	3873.8456
0.9179	0.9162	0.8971	0.8994	3890.7086
0.9204	0.9146	0.9042	0.9055	3907.6935
0.9198	0.9172	0.9028	0.9054	3924.6806
0.9183	0.9136	0.9005	0.9035	3941.4930
0.9189	0.9134	0.9007	0.9030	3958.4495
0.9238	0.9182	0.9066	0.9095	3975.4398
0.9211	0.9170	0.9029	0.9061	3992.2456
0.9236	0.9186	0.9059	0.9088	4009.2511
0.9219	0.9158	0.9026	0.9064	4026.2015
0.9225	0.9184	0.9053	0.9083	4042.9745
0.9220	0.9177	0.9052	0.9076	4059.9106
0.9243	0.9191	0.9077	0.9101	4076.9048
0.9234	0.9193	0.9043	0.9084	4093.7183
0.9205	0.9167	0.9020	0.9055	4110.7181
0.9221	0.9171	0.9038	0.9074	4127.6671
0.9219	0.9177	0.9036	0.9068	4144.4248
0.9205	0.9151	0.9039	0.9064	4161.3222
0.9163	0.9118	0.8995	0.9017	4178.2834
0.9123	0.9075	0.8969	0.8982	4195.0441
0.9039	0.9074	0.8866	0.8842	4212.0128
0.9127	0.9123	0.8951	0.8970	4228.9893
0.9102	0.9076	0.8912	0.8943	4245.8021
0.9180	0.9130	0.8999	0.9031	4262.7855
0.9192	0.9142	0.9016	0.9047	4279.7729
0.9150	0.9150	0.8932	0.8963	4296.5489
0.9198	0.9166	0.9013	0.9041	4313.5508
0.9149	0.9112	0.9008	0.9008	4330.4990
0.9131	0.9082	0.8919	0.8960	4347.3649
0.9128	0.9124	0.8957	0.8976	4364.3441
0.9130	0.9130	0.8877	0.8903	4381.3250
0.9156	0.9146	0.8932	0.8972	4398.1323
0.9208	0.9158	0.9042	0.9066	4415.1014
0.9181	0.9121	0.8994	0.9026	4432.0772
0.9215	0.9160	0.9035	0.9066	4448.8631
0.9170	0.9153	0.8994	0.9014	4465.8749
0.9174	0.9153	0.8973	0.9010	4482.8942
0.9177	0.9174	0.8934	0.8985	4499.6807
0.9212	0.9179	0.9000	0.9054	4516.6708
0.9175	0.9157	0.8992	0.9009	4533.6772
0.9217	0.9165	0.9048	0.9069	4550.4658
0.9212	0.9166	0.9036	0.9064	4567.4172
0.9234	0.9190	0.9037	0.9083	4584.3819
0.9235	0.9201	0.9035	0.9080	4601.2109
0.9246	0.9202	0.9064	0.9100	4618.1894
0.9267	0.9220	0.9077	0.9121	4635.2174
0.9224	0.9188	0.9030	0.9069	4652.0257
0.9177	0.9156	0.8986	0.9012	4668.9483
0.9256	0.9207	0.9073	0.9111	4685.9099
0.9275	0.9231	0.9083	0.9129	4702.7219
0.9167	0.9132	0.8983	0.9006	4719.7366
0.9227	0.9191	0.9031	0.9072	4736.7236
0.9273	0.9227	0.9094	0.9131	4753.5740
0.9214	0.9157	0.9051	0.9067	4770.5603
0.9203	0.9162	0.9014	0.9050	4787.4944
0.9230	0.9214	0.9020	0.9073	4804.3000
0.9266	0.9203	0.9098	0.9123	4821.2675
0.9213	0.9181	0.9031	0.9062	4838.2265
0.9166	0.9148	0.8949	0.8982	4855.0892
0.9244	0.9199	0.9058	0.9096	4872.1164
0.9260	0.9206	0.9086	0.9115	4889.0319
0.9221	0.9192	0.9039	0.9066	4905.8838
0.9261	0.9230	0.9054	0.9108	4922.8195
0.9285	0.9230	0.9104	0.9141	4939.7512
0.9261	0.9211	0.9087	0.9117	4956.5629
0.9255	0.9221	0.9067	0.9107	4973.5050
0.9284	0.9237	0.9095	0.9137	4990.4165
0.9257	0.9204	0.9081	0.9112	5007.2125
0.9261	0.9218	0.9073	0.9113	5024.1768
0.9258	0.9230	0.9064	0.9111	5041.1242
0.9234	0.9196	0.9058	0.9089	5057.9183
0.9251	0.9200	0.9078	0.9106	5074.8609
0.9234	0.9193	0.9059	0.9088	5091.8514
0.9243	0.9204	0.9060	0.9097	5108.6450
0.9222	0.9184	0.9034	0.9073	5125.6389
0.9216	0.9178	0.9037	0.9071	5142.5485
0.9168	0.9169	0.9014	0.9026	5159.3925
0.9160	0.9134	0.9009	0.9019	5176.3345
0.9227	0.9174	0.9077	0.9091	5193.2579
0.9241	0.9203	0.9079	0.9106	5210.0812
0.9252	0.9202	0.9090	0.9114	5227.0330
0.9213	0.9193	0.9051	0.9074	5244.0366
0.9238	0.9210	0.9070	0.9103	5260.8686
0.9245	0.9198	0.9079	0.9104	5277.8644
0.9235	0.9176	0.9069	0.9095	5294.8830
0.9216	0.9200	0.9000	0.9032	5311.7676
0.9256	0.9197	0.9106	0.9125	5328.7473
0.9194	0.9167	0.8994	0.9004	5345.7745
0.9176	0.9147	0.8974	0.8961	5362.5909
0.9113	0.9026	0.8912	0.8946	5379.4929
0.9205	0.9169	0.9061	0.9069	5396.5328
0.9246	0.9188	0.9110	0.9115	5413.3968
0.9249	0.9192	0.9077	0.9108	5430.4016
0.9240	0.9194	0.9058	0.9093	5447.3882
0.9274	0.9219	0.9103	0.9136	5464.1702
0.9293	0.9240	0.9137	0.9163	5481.1166
0.9282	0.9236	0.9126	0.9151	5498.1095
0.9294	0.9241	0.9130	0.9159	5514.9972
0.9288	0.9231	0.9130	0.9153	5532.0044
0.9290	0.9233	0.9134	0.9156	5549.0155
0.9289	0.9233	0.9134	0.9155	5565.8301
0.9250	0.9206	0.9060	0.9098	5582.8129
0.9290	0.9244	0.9139	0.9160	5599.7981
0.9324	0.9268	0.9166	0.9194	5616.6653
0.9270	0.9222	0.9092	0.9124	5633.6740
0.9254	0.9193	0.9114	0.9119	5650.6447
0.9276	0.9221	0.9132	0.9144	5667.5462
0.9304	0.9252	0.9138	0.9170	5684.5473
0.9248	0.9234	0.9035	0.9071	5701.5540
0.9216	0.9173	0.9093	0.9086	5718.3466
0.9189	0.9146	0.9075	0.9060	5735.2945
0.9069	0.9135	0.8944	0.8904	5752.2436
0.9173	0.9127	0.9053	0.9040	5769.0412
0.9241	0.9186	0.9101	0.9107	5785.9827
0.9277	0.9216	0.9105	0.9135	5802.9668
0.9264	0.9206	0.9111	0.9129	5819.7584
0.9288	0.9230	0.9139	0.9158	5836.7166
0.9297	0.9246	0.9142	0.9165	5853.6453
0.9253	0.9196	0.9086	0.9112	5870.3620
0.9231	0.9186	0.9052	0.9079	5887.3444
0.9291	0.9237	0.9138	0.9160	5904.3608
0.9278	0.9229	0.9125	0.9142	5921.2377
0.9297	0.9243	0.9134	0.9162	5938.2418
0.9290	0.9232	0.9126	0.9155	5955.2785
0.9291	0.9234	0.9135	0.9160	5972.0757
0.9307	0.9256	0.9138	0.9174	5989.0511
0.9277	0.9223	0.9120	0.9143	6005.9853
0.9246	0.9211	0.9063	0.9090	6022.8468
0.9314	0.9259	0.9161	0.9182	6039.8138
0.9339	0.9282	0.9187	0.9210	6056.7796
0.9297	0.9259	0.9112	0.9155	6073.5750
0.9316	0.9271	0.9146	0.9183	6090.5103
0.9317	0.9264	0.9154	0.9184	6107.4993
0.9321	0.9259	0.9179	0.9193	6124.3058
0.9322	0.9273	0.9162	0.9192	6141.2634
0.9325	0.9276	0.9155	0.9190	6158.1876
0.9349	0.9294	0.9191	0.9221	6175.0196
0.9293	0.9249	0.9118	0.9154	6191.9694
0.9200	0.9167	0.9125	0.9083	6208.9368
0.9311	0.9311	0.9078	0.9103	6225.7845
0.9281	0.9193	0.9043	0.9078	6242.7918
0.9153	0.9137	0.9080	0.9033	6259.8153
0.9251	0.9072	0.9028	0.9021	6276.6868
0.9181	0.9042	0.8964	0.8946	6293.6116
0.9048	0.9044	0.8922	0.8888	6310.5699
0.9114	0.8959	0.8850	0.8809	6327.3467
0.9040	0.8784	0.8747	0.8715	6344.3212
0.8961	0.8973	0.8615	0.8579	6361.3259
0.9124	0.9010	0.8863	0.8851	6378.1477
0.9050	0.9008	0.8858	0.8848	6395.0540
0.9175	0.9123	0.8977	0.9002	6411.9848
0.9173	0.9156	0.8924	0.8976	6428.7959
0.9219	0.9137	0.9056	0.9069	6445.7935
0.9213	0.9087	0.8960	0.8962	6462.7543
0.9174	0.9129	0.8961	0.8995	6479.5301
0.9197	0.9117	0.9047	0.9047	6496.5047
0.9209	0.9137	0.9030	0.9036	6513.5133
0.9207	0.9174	0.8996	0.9012	6530.3862
0.9133	0.9059	0.8909	0.8934	6547.3433
0.9162	0.9071	0.8867	0.8879	6564.3661
0.9069	0.9047	0.8872	0.8874	6581.1766
0.9125	0.8963	0.8805	0.8799	6598.1229
0.9198	0.9140	0.8998	0.9018	6615.0894
0.9147	0.9099	0.8986	0.8985	6631.8686
0.9114	0.9035	0.8902	0.8931	6648.7909
0.8984	0.8983	0.8721	0.8706	6665.7039
0.9064	0.9040	0.8822	0.8847	6682.4984
0.8924	0.8796	0.8744	0.8686	6699.4693
0.8992	0.8826	0.8783	0.8753	6716.4412
0.9076	0.9031	0.8867	0.8892	6733.2437
0.9003	0.8830	0.8823	0.8773	6750.2409
0.9152	0.9164	0.8920	0.8939	6767.2262
0.9131	0.9063	0.8979	0.8981	6783.9772
0.9128	0.9061	0.9013	0.8988	6800.9728
0.9066	0.9018	0.8926	0.8913	6817.9397
0.9139	0.9073	0.8992	0.8994	6834.7573
0.9076	0.9082	0.8814	0.8843	6851.7291
0.9143	0.9127	0.8880	0.8903	6868.7433
0.9109	0.9079	0.8879	0.8871	6885.6304
0.9142	0.9055	0.8918	0.8906	6902.6311
0.9162	0.9109	0.8944	0.8971	6919.6072
0.9137	0.9085	0.8943	0.8965	6936.3777
0.9215	0.9153	0.9027	0.9057	6953.3507
0.9189	0.9124	0.9001	0.9031	6970.3202
0.9130	0.9058	0.8945	0.8959	6987.1435
0.9146	0.9084	0.8943	0.8968	7004.1438
0.9051	0.9012	0.8857	0.8835	7021.0755
0.9095	0.8985	0.8923	0.8923	7037.8499
0.8999	0.8981	0.8867	0.8850	7054.7944
0.9101	0.8938	0.8843	0.8846	7071.7467
0.9102	0.9005	0.8861	0.8875	7088.6047
0.9149	0.9081	0.8910	0.8926	7105.6133
0.9140	0.9058	0.8939	0.8968	7122.5566
0.9098	0.9026	0.8939	0.8939	7139.3710
0.9121	0.9067	0.8871	0.8906	7156.3565
0.9131	0.9074	0.8909	0.8927	7173.3640
0.9156	0.9091	0.8993	0.9004	7190.2297
0.9168	0.9093	0.8979	0.9005	7207.1832
0.9128	0.9058	0.8936	0.8935	7224.1542
0.9151	0.9108	0.8940	0.8981	7240.9785
0.9186	0.9131	0.8995	0.9024	7257.9560
0.9070	0.8995	0.8937	0.8916	7274.8897
0.9173	0.9129	0.8956	0.8990	7291.6818
0.9166	0.9101	0.8957	0.8992	7308.6094
0.9131	0.9050	0.8949	0.8959	7325.5157
0.9178	0.9148	0.8934	0.8986	7342.3163
0.9122	0.9073	0.8941	0.8962	7359.2755
0.9171	0.9097	0.9010	0.9017	7376.2162
0.9121	0.9060	0.8956	0.8964	7392.9984
0.9159	0.9116	0.8975	0.9001	7409.9435
0.9144	0.9104	0.8927	0.8954	7426.8796
0.9182	0.9126	0.8963	0.9003	7443.7045
0.9090	0.9067	0.8876	0.8907	7460.7336
0.9044	0.9051	0.8821	0.8813	7477.6479
0.9118	0.9073	0.8943	0.8947	7494.4796
0.9045	0.9012	0.8854	0.8828	7511.4217
0.9077	0.8919	0.8869	0.8843	7528.3826
0.9106	0.8961	0.8899	0.8888	7545.1758
0.9156	0.9131	0.8953	0.8991	7562.1734
0.9161	0.9103	0.8987	0.9003	7579.1258
0.9199	0.9120	0.9050	0.9056	7595.8981
0.9134	0.9126	0.8899	0.8914	7612.9084
0.9169	0.9109	0.9013	0.9023	7629.8365
0.9208	0.9152	0.9060	0.9069	7646.6607
0.9212	0.9153	0.9053	0.9071	7663.6522
0.9204	0.9133	0.9076	0.9067	7680.6204
0.9217	0.9171	0.9047	0.9067	7697.4531
0.9220	0.9168	0.9060	0.9079	7714.4335
0.9178	0.9125	0.9019	0.9036	7731.3766
0.9084	0.8917	0.8931	0.8884	7748.1649
0.9082	0.9046	0.8902	0.8929	7765.0648
0.9089	0.9102	0.8873	0.8897	7782.0006
0.9057	0.9029	0.8921	0.8902	7798.7279
0.9090	0.9007	0.8951	0.8910	7815.7280
0.9148	0.9185	0.8962	0.8955	7832.7050
0.9085	0.9082	0.8875	0.8893	7849.4703
0.9216	0.9162	0.9054	0.9076	7866.4232
0.9053	0.9081	0.8894	0.8857	7883.3954
0.9256	0.9198	0.9098	0.9123	7900.1412
0.9221	0.9172	0.9061	0.9069	7917.0851
0.9215	0.9163	0.9042	0.9067	7934.0590
0.9221	0.9160	0.9052	0.9077	7950.8692
0.9199	0.9150	0.9065	0.9065	7967.8400
0.9126	0.9144	0.8992	0.8975	7984.7895
0.9019	0.9072	0.8858	0.8835	8001.5965
0.9155	0.9113	0.9010	0.9018	8018.5630
0.9157	0.9119	0.8989	0.9010	8035.5486
0.9201	0.9179	0.9006	0.9047	8052.3289
0.9161	0.9103	0.8999	0.9018	8069.3377
0.9198	0.9144	0.9010	0.9045	8086.2935
0.9163	0.9124	0.8991	0.9012	8103.1377
0.9167	0.9095	0.9016	0.9020	8120.1267
0.9174	0.9107	0.8993	0.9019	8137.1366
0.9143	0.9118	0.8940	0.8967	8153.9174
0.9227	0.9176	0.9044	0.9075	8170.8666
0.9243	0.9189	0.9055	0.9092	8187.7663
0.9232	0.9181	0.9059	0.9089	8204.6271
